Title,Body,Tags
"CSS Drop-Down Menus - ""Best""? Most feature-rich?","<p>I'm in the unfortunate position of having to implement a drop-down cascading menu on a site I'm building.  I'm looking for a Suckerfish-style solution that is primarily CSS-based and works on a simple set of nested ULs and LIs.</p>

<p><a href=""http://htmldog.com/articles/suckerfish/dropdowns/"" rel=""noreferrer"">Son of Suckerfish</a> seems like the way to go, but I don't like the way it just disappears the second you move the mouse away, as users with co-ordination difficulties will have a nightmare navigating the site (or just not bother, but since it's a corporate site there are some who will probably <em>have</em> to use whatever I implement).</p>

<p>Neat features that I've not even thought about needing are welcome, but the two main elements I'm looking for are:</p>

<ol>
<li>Multi-level using a nested UL/LI structure</li>
<li>Small (possibly configurable?) delay before disappearing when the menu is ""mouseout""-ed, even if it is provided by some extra JavaScript.</li>
</ol>
","<css><navigation><suckerfish>"
"Getting developers to use a wiki","<p>I work on a complex application where different teams work on their own modules with a degree of overlap. A while back we got a Mediawiki instance set up, partly at my prompting. I have a hard job getting people to actually use it, let alone contribute.</p>

<p>I can see a lot of benefit in sharing information. It may at least reduce the times we reinvent the wheel.</p>

<p>The wiki is not very structured, but I'm not sure that is a problem as long as you can search for what you need.</p>

<p>Any hints?</p>
","<documentation><wiki><mediawiki>"
"Read from .msg files","<p>I need to read from Outlook .MSG file in .NET <em>without</em> using COM API for Outlook (cos it will not be installed on the machines that my app will run). Are there any free 3rd party libraries to do that? I want to extract From, To, CC and BCC fields. Sent/Receive date fields would be good if they are also stored in MSG files.</p>
","<c#><outlook><email><message><msg>"
"How to insert/replace XML tag in XmlDocument?","<p>I have a <code>XmlDocument</code> in java, created with the <code>Weblogic XmlDocument</code> parser.</p>

<p>I want to replace the content of a tag in this <code>XMLDocument</code> with my own data, or insert the tag if it isn't there.</p>

<pre><code>&lt;customdata&gt;
   &lt;tag1 /&gt;
   &lt;tag2&gt;mfkdslmlfkm&lt;/tag2&gt;
   &lt;location /&gt;
   &lt;tag3 /&gt;
&lt;/customdata&gt;
</code></pre>

<p>For example I want to insert a URL in the location tag:</p>

<pre><code>&lt;location&gt;http://something&lt;/location&gt;
</code></pre>

<p>but otherwise leave the XML as is.</p>

<p>Currently I use a <code>XMLCursor</code>:</p>

<pre><code>    XmlObject xmlobj = XmlObject.Factory.parse(a.getCustomData(), options);
    XmlCursor xmlcur = xmlobj.newCursor();

    while (xmlcur.hasNextToken()) {
      boolean found = false;
      if (xmlcur.isStart() &amp;&amp; ""schema-location"".equals(xmlcur.getName().toString())) {
        xmlcur.setTextValue(""http://replaced"");
        System.out.println(""replaced"");
        found = true;
      } else if (xmlcur.isStart() &amp;&amp; ""customdata"".equals(xmlcur.getName().toString())) {
        xmlcur.push();
      } else if (xmlcur.isEnddoc()) {
        if (!found) {
          xmlcur.pop();
          xmlcur.toEndToken();
          xmlcur.insertElementWithText(""schema-location"", ""http://inserted"");
          System.out.println(""inserted"");
        }

      }
      xmlcur.toNextToken();
    }
</code></pre>

<p>I tried to find a ""quick"" <code>xquery</code> way to do this since the <code>XmlDocument</code> has an <code>execQuery</code> method, but didn't find it very easy. </p>

<p>Do anyone have a better way than this? It seems a bit elaborate.</p>
","<java><xml><xquery>"
"Data Auditing in NHibernate and SqlServer","<p>I'm using NHibernate on a project and I need to do data auditing.  I found <a href=""http://www.codeproject.com/KB/cs/NHibernate_IInterceptor.aspx"" rel=""nofollow noreferrer"">this article</a> on codeproject which discusses the IInterceptor interface.</p>

<p>What is your preferred way of auditing data?  Do you use database triggers?  Do you use something similar to what's dicussed in the article?</p>
","<sql-server><nhibernate><audit>"
"Java+Tomcat, Dying database connection?","<p>I have a tomcat instance setup but the database connection I have configured in <code>context.xml</code> keeps dying after periods of inactivity.</p>

<p>When I check the logs I get the following error:</p>

<p>com.mysql.jdbc.exceptions.jdbc4.CommunicationsException: 
The last packet successfully received from the server was68051 seconds 
ago. The last packet sent successfully to the server was 68051 seconds 
ago, which is longer than the server configured value of 
'wait_timeout'. You should consider either expiring and/or testing 
connection validity before use in your application, increasing the 
server configured values for client timeouts, or using the Connector/J 
connection property 'autoReconnect=true' to avoid this problem.</p>

<p>Here is the configuration in context.xml:</p>

<pre><code>&lt;Resource name=""dataSourceName"" 
        auth=""Container"" 
        type=""javax.sql.DataSource""
        maxActive=""100"" 
        maxIdle=""30"" 
        maxWait=""10000"" 
        username=""username"" 
        password=""********""
        removeAbandoned = ""true""
        logAbandoned = ""true""
        driverClassName=""com.mysql.jdbc.Driver"" 
        url=""jdbc:mysql://127.0.0.1:3306/databasename?autoReconnect=true&amp;amp;useEncoding=true&amp;amp;characterEncoding=UTF-8""  /&gt;
</code></pre>

<p>I am using <code>autoReconnect=true</code> like the error says to do, but the connection keeps dying. I have never seen this happen before.</p>

<p>I have also verified that all database connections are being closed properly.</p>
","<java><mysql><database><tomcat>"
"How would a sdbm hash function be implemented in C#?","<p>How can a <code>sdbm</code> hash function (such as <a href=""http://www.cse.yorku.ca/~oz/hash.html"" rel=""nofollow noreferrer"">this</a>) be implemented in C# ?</p>
","<c#><hash>"
"WildcardQuery error in Solr","<p>I use solr to search for documents and when trying to search for documents using this query ""<code>id:*</code>"", I get this query parser exception telling that it cannot parse the query with * or ? as the first character. </p>

<pre><code>HTTP Status 400 - org.apache.lucene.queryParser.ParseException: Cannot parse 'id:*': '*' or '?' not allowed as first character in WildcardQuery

type Status report

message org.apache.lucene.queryParser.ParseException: Cannot parse 'id:*': '*' or '?' not allowed as first character in WildcardQuery

description The request sent by the client was syntactically incorrect (org.apache.lucene.queryParser.ParseException: Cannot parse 'id:*': '*' or '?' not allowed as first character in WildcardQuery).
</code></pre>

<p>Is there any patch for getting this to work with just * ? Or is it very costly to do such a query?</p>
","<search><lucene><solr>"
"Useful code which uses reduce()?","<p>Does anyone here have any useful code which uses reduce() function in python? Is there any code other than the usual + and * that we see in the examples?</p>

<p>Refer <a href=""http://www.artima.com/weblogs/viewpost.jsp?thread=98196"" rel=""noreferrer"">Fate of reduce() in Python 3000</a> by GvR</p>
","<python><functional-programming>"
"How do I convert a file path to a URL in ASP.NET","<p>Basically I have some code to check a specific directory to see if an image is there and if so I want to assign a URL to the image to an ImageControl.</p>

<pre><code>if (System.IO.Directory.Exists(photosLocation))
{
    string[] files = System.IO.Directory.GetFiles(photosLocation, ""*.jpg"");
    if (files.Length &gt; 0)
    {
        // TODO: return the url of the first file found;
    }
}
</code></pre>
","<asp.net><url><image>"
"What IDE to use for developing in Ruby on Rails on Windows?","<blockquote>
  <p><strong>Possible Duplicate:</strong><br>
  <a href=""https://stackoverflow.com/questions/16991/what-ruby-ide-do-you-prefer"">What Ruby IDE do you prefer?</a>  </p>
</blockquote>



<p>I've generally been doing stuff on Microsoft .NET out of college almost 2 years ago. I just started looking at Ruby on Rails. So what editor should I use? I'm using <a href=""http://en.wikipedia.org/wiki/Notepad%2B%2B"" rel=""nofollow noreferrer"">Notepad++</a> right now but can I get debugging etc. somehow?</p>
","<ruby-on-rails><ruby><ide><editor>"
"Prototyping with Python code before compiling","<p>I have been mulling over writing a peak-fitting library for a while. I know Python fairly well and plan on implementing everything in Python to begin with but envisage that I may have to re-implement some core routines in a compiled language eventually.</p>
<p>IIRC, one of Python's original remits was as a prototyping language, however Python is pretty liberal in allowing functions, functors, objects to be passed to functions and methods, whereas I suspect the same is not true of say C or Fortran.</p>
<p>What should I know about designing functions/classes which I envisage will have to interface into the compiled language? And how much of these potential problems are dealt with by libraries such as cTypes, bgen, <a href=""http://www.swig.org/"" rel=""nofollow noreferrer"">SWIG</a>, <a href=""http://www.boost.org/doc/libs/1_35_0/libs/python/doc/index.html"" rel=""nofollow noreferrer"">Boost.Python</a>, <a href=""http://cython.org/"" rel=""nofollow noreferrer"">Cython</a> or <a href=""http://www.riverbankcomputing.co.uk/software/sip/intro"" rel=""nofollow noreferrer"">Python SIP</a>?</p>
<p>For this particular use case (a fitting library), I imagine allowing users to define mathematical functions (Guassian, Lorentzian etc.) as Python functions which can then to be passed an interpreted by the compiled code fitting library. Passing and returning arrays is also essential.</p>
","<python><swig><ctypes><prototyping><python-sip>"
"Visual Studio open files question","<p>Is it possible to open a project in Visual Studio 2008 without opening all the files that were previously opened last time I had the project open.  I have a habit of keeping many files open as I am working on them, so next time I open the project, it (very slowly) loads up a bunch of files into the editor that I may not even need open. I have searched through the settings and cannot find anything to stop this behavior.  </p>
","<visual-studio><visual-studio-2008><settings><projects-and-solutions>"
"How to apply multiple styles in WPF","<p>In WPF, how would I apply multiple styles to a <code>FrameworkElement</code>?  For instance, I have a control which already has a style.  I also have a separate style which I would like to add to it without blowing away the first one.  The styles have different TargetTypes, so I can't just extend one with the other.</p>
","<.net><wpf><styles>"
"What is the best way to replicate a version control repository?","<p>Here is the scenario that I have. I have a cvs repository in one location (A) and I want to replicate it and keep it in sync with a repository in another location(B). This would be a single directional sync from A to B. What is the best way to do this? If it is not really feasible in CVS then which source code control system would you recommend to accomplish this? Thanks</p>
","<version-control><cvs>"
"Convert a string to an enum in C#","<p>What's the best way to convert a string to an enumeration value in C#?</p>
<p>I have an HTML select tag containing the values of an enumeration. When the page is posted, I want to pick up the value (which will be in the form of a string) and convert it to the corresponding enumeration value.</p>
<p>In an ideal world, I could do something like this:</p>
<pre><code>StatusEnum MyStatus = StatusEnum.Parse(&quot;Active&quot;);
</code></pre>
<p>but that isn't a valid code.</p>
","<c#><string><enums>"
"C# Auto Clearing Winform Textbox","<p>I have a user that want to be able to select a textbox and have the current text selected so that he doesn't have to highlight it all in order to change the contents.  </p>

<p>The contents need to be handle when enter is pushed.  That part I think I have figured out but any suggestions would be welcome. </p>

<p>The part I need help with is that once enter has been pushed, any entry into the textbox should clear the contents again.</p>

<p><strong>Edit:</strong> The textbox controls an piece of RF hardware.  What the user wants to be able to do is enter a setting and press enter.  The setting is sent to the hardware.  Without doing anything else the user wants to be able to type in a new setting and press enter again.</p>
","<c#><winforms><textbox>"
"Software for Webserver Log Analysis?","<p>Can I get some recommendations (preferably with some reasons) for good log analysis software for Apache 2.2 access log files?</p>

<p>I have heard of <a href=""http://www.webalizer.org/"" rel=""noreferrer"">Webalizer</a> and <a href=""http://awstats.sourceforge.net/"" rel=""noreferrer"">AWStats</a>, but have never really used any of them, and would like to know:</p>

<ul>
<li>What they can do</li>
<li>Why they are useful</li>
<li>Interesting uses for them</li>
</ul>

<p>Any and all comments and thoughts are welcome.</p>
","<apache><logging><logfile-analysis>"
"C# Include Derived Control in Toolbox","<p>This is in reference to my other question <a href=""https://stackoverflow.com/questions/16110/c-auto-clearing-winform-textbox"">Auto Clearing Textbox</a>.<br>
If I choose to derive a new TextBox control from TextBox instead of implement a user control just containing my Textbox, how would I include that in the toolbox.</p>
","<c#><visual-studio><winforms><textbox>"
"What's the best way to get started with OSGI?","<p>What makes a module/service/bit of application functionality a particularly good candidate for an OSGi module? </p>

<p>I'm interested in using <a href=""http://en.wikipedia.org/wiki/OSGi"" rel=""noreferrer"">OSGi</a> in my applications. We're a Java shop and we use Spring pretty extensively, so I'm leaning toward using <a href=""http://www.springframework.org/osgi"" rel=""noreferrer"">Spring Dynamic Modules for OSGi(tm) Service Platforms</a>. I'm looking for a good way to incorporate a little bit of OSGi into an application as a trial. Has anyone here used this or a similar OSGi technology? Are there any pitfalls? </p>

<p>@Nicolas - Thanks, I've seen that one. It's a good tutorial, but I'm looking more for ideas on how to do my first ""real"" OSGi bundle, as opposed to a Hello World example.</p>

<p>@david - Thanks for the link! Ideally, with a greenfield app, I'd design the whole thing to be dynamic. What I'm looking for right now, though, is to introduce it in a small piece of an existing application. Assuming I can pick any piece of the app, what are some factors to consider that would make that piece better or worse as an OSGi guinea pig?</p>
","<java><spring><osgi>"
"What do ""branch"", ""tag"" and ""trunk"" mean in Subversion repositories?","<p>I've seen these words a lot around Subversion (and I guess general repository) discussions.<br>
I have been using <strong>SVN</strong> for my projects for the last few years, but I've never grasped the complete concept of these directories.</p>

<p>What do they mean?</p>
","<svn><branch><terminology><trunk>"
"What's the best way to report errors from a SharePoint workflow?","<p>I have a custom action in a workflow and would like to report an error to the user when something goes wrong.  What's the best way of doing that?</p>

<p><strong>UPD:</strong> Ideally I would like to put the workflow in the error state and log a message to the workflow log.  That doesn't seem possible.  What's the closest I can get to it? I want to a reusable solution,something that's easy for users to set up when using my custom action in SharePoint Designer.</p>

<hr>

<p>Added more details to the question.</p>

<p>@mauro that takes care of storing the error, but how do I display the error to the user in a way which makes sense?</p>

<p>@AdamSane That's seems like a rather fragile solution.  It's not a matter of setting this up once on a single site.  I need something others can add using SPD.</p>
","<sharepoint><error-handling><moss><workflow>"
"RSS/Atom for professional use","<p>I wondered if anyone can give an example of a professional use of RSS/Atom feeds in a company product. Does anyone use feeds for other things than updating news?</p>

<p>For example, did you create a product that gives results as RSS/Atom feeds? Like price listings or current inventory, or maybe dates of training lessons?</p>

<p>Or am I thinking in a wrong way of use cases for RSS/Atom feeds anyway?</p>

<p><strong>edit</strong> @<a href=""https://stackoverflow.com/users/573/abyx"">abyx</a> has a really good example of a somewhat unexpected use of RSS as a way to get <em>debug</em> information from program transactions. I like the idea of this process. This is the type of use I was thinking of - besides publishing search results or last changes (like <a href=""http://www.mediawiki.org"" rel=""nofollow noreferrer"">mediawiki</a>)</p>
","<rss><use-case><feed><atom-feed>"
"Good refactoring support for C++","<p>The Visual Studio refactoring support  for C# is quite good nowadays (though not half as good as some Java IDE's I've seen already) but I'm really missing C++ support.</p>

<p>I have seen <a href=""http://www.devexpress.com/Products/Visual_Studio_Add-in/RefactorCPP/index.xml"" rel=""noreferrer"">Refactor!</a> and am currently trying it out, but maybe one of you guys know a better tool or plugin?
<hr>
I've been working with <a href=""http://www.wholetomato.com/"" rel=""noreferrer"">Visual Assist X</a> now for a week or two and got totally addicted. Thanks for the tip, I'll try to convince my boss to get me a license at work too.
<hr>
I've been bughunting for a few days since Visual Assist X kept messing up my Visual Studio after a few specific refactorings, It took me (and customer support) a week to hunt down but let's say for now that Visual Assist X is not a good combination with <a href=""http://bluemars.org/clipx/"" rel=""noreferrer"">ClipX</a>.</p>
","<c++><visual-studio><refactoring>"
"Best Way To Determine If .NET 3.5 Is Installed","<p>I need to programatically determine whether .NET 3.5 is installed. I thought it would be easy:</p>

<pre><code>&lt;% Response.Write(Environment.Version.ToString()); %&gt;
</code></pre>

<p>Which returns ""2.0.50727.1434"" so no such luck...</p>

<p>In my research I have that there are some rather obscure registry keys I can look at but I'm not sure if that is the route to go. Does anyone have any suggestions?</p>
","<.net><.net-3.5><installation><registry>"
"Web App - Dashboard Type GUI - Interface","<p>I'm looking to create a dashboard type gui for a web application.  I'm looking for the user to be able to drag and drop different elements (probably either image buttons, anchor tags, or maybe just divs) to different (defined) places and be able to save their setup (in a cookie or on the server).  I'm working with c# in the .Net 2.0 framework.  I've tried using mootools but their recent update has left their drag/drop capabilities un-useful for me.  I'm looking for a bit of direction because I know there is something out there that is just what I'm looking for so I wont have to build from scratch.</p>

<p>Thanks.</p>
","<c#><asp.net><javascript><user-interface>"
"Fonts on the Web","<p>The collection of fonts available to a web developer is depressingly limited. I remember reading long ago about TrueDoc, as a way of shipping fonts alongside a website - but it seems to have languished. Has anybody used this, or something similar? Is it supported by enough browsers? Am I missing a good solution?</p>

<p>Note that a responsible web developer does not use fonts that are only available on Windows (and <em>especially</em> ones that are only available on Vista), nor do they use a technology that isn't supported by at least the majority of browsers.</p>

<hr>

<p><strong>Update:</strong> As several people have pointed out, there's nothing wrong with providing a list of fallback fonts for people who don't have the specific font you use. I do in fact always do this, and didn't mean to suggest that this was wrong.</p>

<p>While my question was badly phrased, what I meant was that a designer should not make too many assumptions about what the client will have available. You should plan for how all users will see your site, not just for people using your own preferred setup.</p>
","<html><css><fonts>"
"Getting the subversion repository number into code","<p>I'd like to implement a way of recording the version of a project within code, so that it can be used when testing and to help track bugs. 
It seems the best version number to use would just be the current revision number from Subversion. Is there an easy way to hook this number into a (C++ in my case) header file or something, which I can then get at in code? I guess this is a post commit hook or something?</p>

<p>Does anyone have any experience of implementing this (with code to share, please?), or can suggest a better alternative?
Thanks.</p>
","<svn><debugging><testing><revision><versions>"
"How to redirect siteA to siteB with A or CNAME records","<p>I have 2 hosts and I would like to point a subdomain on host one to a subdomain on host two:</p>

<pre><code>subdomain.hostone.com --&gt; subdomain.hosttwo.com
</code></pre>

<p>I added a CNAME record to host one that points to subdomain.hosttwo.com but all I get is a '<strong>400 Bad Request</strong>' Error.</p>

<p>Can anyone see what I'm doing wrong?</p>
","<dns><web-hosting><cname>"
"How to get only directory name from SaveFileDialog.FileName","<p>What would be the easiest way to separate the directory name from the file name when dealing with <code>SaveFileDialog.FileName</code> in C#?</p>
","<c#><string><parsing>"
"Creating test data in a database","<p>I'm aware of some of the test data generators out there, but most seem to just fill name and address style databases [feel free to correct me].</p>

<p>We have a large integrated and normalised application - e.g. invoices have part numbers linked to stocking tables, customer numbers linked to customer tables, change logs linked to audit information, etc which are obviously difficult to fill randomly. Currently we obfuscate real life data to get test data (but not very well).</p>

<p>What tools\methods do you use to create large volumes of data to test with?</p>
","<database><integration-testing>"
"Should DB layer members be static or instance?","<p>I've seen projects where the classes in the DB layer have just static functions in them and other projects where those classes need to be instantiated to get access to the member functions. </p>

<blockquote>
  <p>Which is ""better"" and why?</p>
</blockquote>
","<database><orm><class-design>"
"Learning about LINQ","<h2>Overview</h2>
<p>One of the things I've asked a lot about on this site is <a href=""http://msdn.microsoft.com/en-us/netframework/aa904594.aspx"" rel=""noreferrer"">LINQ</a>. The questions I've asked have been wide and varied and often don't have much context behind them. So in an attempt to consolidate the knowledge I've acquired on Linq I'm posting this question with a view to maintaining and updating it with additional information as I continue to learn about LINQ.</p>
<p>I also hope that it will prove to be a useful resource for other people wanting to learn about LINQ.</p>
<h2>What is LINQ?</h2>
<p>From <a href=""http://msdn.microsoft.com/en-us/netframework/aa904594.aspx"" rel=""noreferrer"">MSDN</a>:</p>
<blockquote>
<p>The LINQ Project is a codename for a
set of extensions to the .NET
Framework that encompass
language-integrated query, set, and
transform operations. It extends C#
and Visual Basic with native language
syntax for queries and provides class
libraries to take advantage of these
capabilities.</p>
</blockquote>
<p>What this means is that LINQ provides a standard way to query a variety of datasources using a common syntax.</p>
<h2>What flavours of LINQ are there?</h2>
<p>Currently there are a few different LINQ providers provided by Microsoft:</p>
<ul>
<li><a href=""http://msdn.microsoft.com/en-us/library/bb397919.aspx"" rel=""noreferrer"">Linq to Objects</a> which allows you to execute queries on any IEnumerable object.</li>
<li><a href=""http://msdn.microsoft.com/en-us/library/bb425822.aspx"" rel=""noreferrer"">Linq to SQL</a> which allows you to execute queries against a database in an object oriented manner.</li>
<li><a href=""http://msdn.microsoft.com/en-us/library/bb387098.aspx"" rel=""noreferrer"">Linq to XML</a> which allows you to query, load, validate, serialize and manipulate XML documents.</li>
<li><a href=""http://msdn.microsoft.com/en-us/library/bb386964.aspx"" rel=""noreferrer"">Linq to Entities</a> as suggested by <a href=""https://stackoverflow.com/questions/16322/all-about-linq#33588"">Andrei</a></li>
<li><a href=""http://msdn.microsoft.com/en-us/library/bb399399.aspx"" rel=""noreferrer"">Linq to Dataset</a></li>
</ul>
<p>There are quite a few others, many of which are listed <a href=""http://blogs.microsoft.co.il/blogs/vardi/archive/2008/10/09/the-linq-list-projects.aspx"" rel=""noreferrer"">here</a>.</p>
<h2>What are the benefits?</h2>
<ul>
<li>Standardized way to query multiple datasources</li>
<li>Compile time safety of queries</li>
<li>Optimized way to perform set based operations on in memory objects</li>
<li>Ability to debug queries</li>
</ul>
<h2>So what can I do with LINQ?</h2>
<p><a href=""https://stackoverflow.com/users/489/ch00k"">Chook</a> provides a way to <a href=""https://stackoverflow.com/questions/4432/csv-string-handling#4441"">output CSV files</a><br />
<a href=""https://stackoverflow.com/users/1/jeff-atwood"">Jeff</a> shows how to <a href=""https://stackoverflow.com/questions/9673/remove-duplicates-from-array#9685"">remove duplicates from an array</a><br />
Bob gets a <a href=""https://stackoverflow.com/questions/59/how-do-i-get-a-distinct-ordered-list-of-names-from-a-datatable-using-linq#62"">distinct ordered list from a datatable</a><br />
<a href=""https://stackoverflow.com/users/1659/marxidad"">Marxidad</a> shows how to <a href=""https://stackoverflow.com/questions/15486/sorting-an-ilist-in-c#15495"">sort an array</a><br />
Dana gets help implementing a <a href=""https://stackoverflow.com/questions/185072/learning-linq-quicksort"">Quick Sort Using Linq</a></p>
<h2>Where to start?</h2>
<p><strong>A summary of links from <a href=""https://stackoverflow.com/questions/8050/beginners-guide-to-linq"">GateKiller's question</a> are below</strong>:<br />
Scott Guthrie provides an <a href=""http://weblogs.asp.net/scottgu/archive/2007/05/19/using-linq-to-sql-part-1.aspx"" rel=""noreferrer"">intro to Linq on his blog</a><br />
An overview of <a href=""http://msdn.microsoft.com/en-us/library/bb308959.aspx"" rel=""noreferrer"">LINQ on MSDN</a></p>
<p><strong><a href=""https://stackoverflow.com/users/1758/ChrisAnnODell"">ChrisAnnODell</a> suggests checking out:</strong></p>
<ul>
<li><a href=""http://www.hookedonlinq.com/MainPage.ashx"" rel=""noreferrer"">Hooked on Linq</a></li>
<li><a href=""http://code.msdn.microsoft.com/101-LINQ-Samples-3fb9811b"" rel=""noreferrer"">101 Linq Samples</a></li>
<li><a href=""http://www.linqpad.net/"" rel=""noreferrer"">LinqPad</a></li>
</ul>
<h2>What do I need to use LINQ?</h2>
<p>Linq is currently available in VB.Net 9.0 and C# 3.0 so you'll need Visual Studio 2008 or greater to get the full benefits. (You could always write your code in notepad and compile using MSBuild)</p>
<p>There is also a tool called <a href=""https://stackoverflow.com/questions/7652/querying-like-linq-when-you-dont-have-linq#7710"">LinqBridge</a> which will allow you to run Linq like queries in C# 2.0.</p>
<h2>Tips and tricks using LINQ</h2>
<p><a href=""https://stackoverflow.com/questions/28858/coolest-c-linqlambdas-trick-youve-ever-pulled"">This question</a> has some tricky ways to use LINQ</p>
","<linq><linq-to-sql><linq-to-entities><linq-to-objects>"
"How do I handle page flow in MVC (particularly asp.net)","<p>If you had to provide a wizard like form entry experience in mvc how would you abstract the page flow?</p>
","<asp.net-mvc>"
"How do I generate a hashcode from a byte array in C#?","<p>Say I have an object that stores a byte array and I want to be able to efficiently generate a hashcode for it. I've used the cryptographic hash functions for this in the past because they are easy to implement, but they are doing a lot more work than they should to be cryptographically oneway, and I don't care about that (I'm just using the hashcode as a key into a hashtable).</p>

<p>Here's what I have today:</p>

<pre><code>struct SomeData : IEquatable&lt;SomeData&gt;
{
    private readonly byte[] data;
    public SomeData(byte[] data)
    {
        if (null == data || data.Length &lt;= 0)
        {
            throw new ArgumentException(""data"");
        }
        this.data = new byte[data.Length];
        Array.Copy(data, this.data, data.Length);
    }

    public override bool Equals(object obj)
    {
        return obj is SomeData &amp;&amp; Equals((SomeData)obj);
    }

    public bool Equals(SomeData other)
    {
        if (other.data.Length != data.Length)
        {
            return false;
        }
        for (int i = 0; i &lt; data.Length; ++i)
        {
            if (data[i] != other.data[i])
            {
                return false;
            }
        }
        return true;
    }
    public override int GetHashCode()
    {
        return BitConverter.ToInt32(new MD5CryptoServiceProvider().ComputeHash(data), 0);
    }
}
</code></pre>

<p>Any thoughts?</p>

<hr>

<p>dp: You are right that I missed a check in Equals, I have updated it.  Using the existing hashcode from the byte array will result in reference equality (or at least that same concept translated to hashcodes).
for example:</p>

<pre><code>byte[] b1 = new byte[] { 1 };
byte[] b2 = new byte[] { 1 };
int h1 = b1.GetHashCode();
int h2 = b2.GetHashCode();
</code></pre>

<p>With that code, despite the two byte arrays having the same values within them, they are referring to different parts of memory and will result in (probably) different hash codes. I need the hash codes for two byte arrays with the same contents to be equal.</p>
","<c#><hash>"
"How do you configure VS2008 to only open one webserver in a solution with multiple projects?","<p>Starting with 2005, VS started this behavior of when starting debugging session it spawns up a webserver for every project in a solution.  I have a solution with 15 projects so it takes a while and is a waste of resources.  Is there a way to configure it differently besides just using IIS?</p>
","<visual-studio><debugging>"
"Easy way for Crystal Reports to MS SQL Server Reporting Services conversion","<p>Is there a way to easily convert Crystal Reports reports to Reporting Services RDL format? 
We have quite a few reports that will be needing conversion soon.</p>

<p>I know about the manual process (which is basically rebuilding all your reports from scratch in SSRS), but my searches pointed to a few possibilities with automatic conversion ""acceleration"" with several consulting firms. (As described on .... - link broken).</p>

<p>Do any of you have any valid experiences or recomendations regarding this particular issue?
Are there any tools around that I do not know about?</p>
","<sql-server><reporting-services><crystal-reports><migration>"
"How do you handle white space in your HTML","<p>One of my biggest typographical frustrations about HTML is the way that it mangles conjoined whitespace.  For example if I have:</p>

<pre><code>&lt;span&gt;Following punctuation rules.  With two spaces after the period.  &lt;/span&gt;
</code></pre>

<p>One of the two spaces following the period will be considered to be insignificant whitespace and be removed.  I can of course, force the whitespace to be significant with: </p>

<pre><code>&lt;span&gt;Following punctuation rules.&amp;nbsp; With two spaces after the period.  &lt;/span&gt;
</code></pre>

<p>but it just irks me to have to do that and I usually don't bother.  Does anyone out there automatically insert significant whitespace into external content submissions that are intended for a web page?</p>
","<html><whitespace>"
"Parse usable Street Address, City, State, Zip from a string","<p>Problem: I have an address field from an Access database which has been converted to SQL Server 2005. This field has everything all in one field. I need to parse out the address's individual sections into their appropriate fields in a normalized table. I need to do this for approximately 4,000 records, and it needs to be repeatable.</p>
<p>Assumptions:</p>
<ol>
<li><p>Assume an address in the US (for now)</p>
</li>
<li><p>assume that the input string will sometimes contain an addressee (the person being addressed) and/or a second street address (i.e. Suite B)</p>
</li>
<li><p>states may be abbreviated</p>
</li>
<li><p>zip code could be standard 5 digits or zip+4</p>
</li>
<li><p>there are typos in some instances</p>
</li>
</ol>
<p>UPDATE: In response to the questions posed, standards were not universally followed; I need need to store the individual values, not just geocode and errors means typo (corrected above)</p>
<p>Sample Data:</p>
<ul>
<li><p>A. P. Croll &amp; Son  2299 Lewes-Georgetown Hwy, Georgetown, DE 19947</p>
</li>
<li><p>11522 Shawnee Road, Greenwood DE  19950</p>
</li>
<li><p>144 Kings Highway, S.W. Dover, DE  19901</p>
</li>
<li><p>Intergrated Const. Services 2 Penns Way Suite 405 New Castle, DE  19720</p>
</li>
<li><p>Humes Realty 33 Bridle Ridge Court, Lewes, DE  19958</p>
</li>
<li><p>Nichols Excavation 2742 Pulaski Hwy Newark, DE  19711</p>
</li>
<li><p>2284 Bryn Zion Road, Smyrna, DE  19904</p>
</li>
<li><p>VEI Dover Crossroads, LLC  1500 Serpentine Road, Suite 100 Baltimore MD  21</p>
</li>
<li><p>580 North Dupont Highway Dover, DE  19901</p>
</li>
<li><p>P.O. Box 778 Dover, DE  19903</p>
</li>
</ul>
","<string><parsing><sql-server-2005><street-address>"
"String output: format or concat in C#?","<p>Let's say that you want to output or concat strings. Which of the following styles do you prefer?</p>

<ul>
<li><p><code>var p = new { FirstName = ""Bill"", LastName = ""Gates"" };</code></p></li>
<li><p><code>Console.WriteLine(""{0} {1}"", p.FirstName, p.LastName);</code></p></li>
<li><p><code>Console.WriteLine(p.FirstName + "" "" + p.LastName);</code></p></li>
</ul>

<p>Do you rather use format or do you simply concat strings? What is your favorite? Is one of these hurting your eyes?</p>

<p>Do you have any rational arguments to use one and not the other?</p>

<p>I'd go for the second one.</p>
","<c#><string><coding-style><string.format>"
"How to test numerical analysis routines?","<p>Are there any good online resources for how to create, maintain and think about writing test routines for numerical analysis code?</p>

<p>One of the limitations I can see for something like testing matrix multiplication is that the obvious tests (like having one matrix being the identity) may not fully test the functionality of the code.</p>

<p>Also, there is the fact that you are usually dealing with large data structures as well. Does anyone have some good ideas about ways to approach this, or have pointers to good places to look?</p>
","<testing><numerical>"
